Contrato ID,Número Contrato,Status,Matrícula,Cancelamento,Curso ID,Fonte,Pessoa ID,Titular ID,Vendedor ID,Telemarketing ID
8257,8185,Aprovado,2020-08-13,,52,Formulário - Backup F10 Cebrac,105571,,102720.0,102720.0
8258,8186,Cancelado,2020-08-14,2021-04-29,52,Unipro - Tele Pesquisa Wecsley Agosto 2020,105527,105587.0,102816.0,102717.0
8259,8187,Concluído,2020-08-14,,54,0Tele P. Jaqueline Dez. 2018 - Backup F10 Cebrac,105589,,102718.0,104252.0
8260,8188,SPC,2020-08-14,,53,Teste - Backup F10 Cebrac,103642,,102720.0,102720.0
8261,8189,Cancelado,2020-08-14,2020-09-17,53,Teste - Backup F10 Cebrac,103646,,102720.0,102720.0
8262,8190,SPC,2020-08-14,,53,Teste - Backup F10 Cebrac,103648,,102720.0,102720.0
8263,8191,SPC,2020-08-14,,53,Teste - Backup F10 Cebrac,103652,,102720.0,102720.0
8264,8192,Concluído,2020-08-14,,53,Teste - Backup F10 Cebrac,105597,,102720.0,102720.0
8265,8193,SPC,2020-08-14,,54,Indicação Secretaria - Backup F10 Cebrac,102860,102861.0,102720.0,102720.0
8266,8194,SPC,2020-08-14,,54,Indicação Secretaria - Backup F10 Cebrac,102865,102908.0,102720.0,102720.0
8267,8195,SPC,2020-08-14,,54,Indicação Secretaria - Backup F10 Cebrac,102866,105605.0,102720.0,102720.0
8268,8196,Concluído,2020-08-14,,54,Unipro - Tele Pesquisa Wecsley Agosto 2020,105586,,102811.0,102878.0
8269,8197,Pré Matrícula,2020-08-14,,54,Unipro - Tele Pesquisa Wecsley Agosto 2020,105515,,102811.0,102878.0
8270,8198,Cancelado,2020-08-14,2020-11-09,52,Unipro - Tele Pesquisa Wecsley Agosto 2020,105515,,102811.0,102878.0
8271,8199,Anulado,2020-08-14,,52,Unipro - Street ,105629,,102718.0,102717.0
8272,8200,SPC,2020-08-14,,52,Teste - Backup F10 Cebrac,103872,105633.0,102720.0,102720.0
8273,8201,SPC,2020-08-14,,52,Teste - Backup F10 Cebrac,103873,105634.0,102720.0,102720.0
8274,8202,SPC,2020-08-14,,52,Teste - Backup F10 Cebrac,103874,,102720.0,102720.0
8275,8203,SPC,2020-08-14,,52,Teste - Backup F10 Cebrac,103876,,102720.0,102720.0
8276,8204,SPC,2020-08-14,,54,Teste - Backup F10 Cebrac,105635,105636.0,102720.0,102720.0
8277,8205,SPC,2020-08-14,,54,Teste - Backup F10 Cebrac,105638,105639.0,102720.0,102720.0
8278,8206,Cancelado,2020-08-14,2023-09-22,54,Indicação Secretaria - Backup F10 Cebrac,102996,,102668.0,102668.0
8279,8207,Aprovado,2020-08-14,,52,Teste - Backup F10 Cebrac,104136,104367.0,102720.0,102720.0
8280,8208,SPC,2020-08-14,,54,Teste - Backup F10 Cebrac,105646,,102720.0,102720.0
8281,8209,Cancelado,2020-08-14,2021-04-01,54,Unipro - Street ,105649,,102663.0,102717.0
8282,8210,SPC,2020-08-15,,54,Teste - Backup F10 Cebrac,105655,105656.0,102720.0,102720.0
8283,8211,Cancelado,2020-08-15,2020-09-15,54,Meu Amigo Premiado,105624,,,104252.0
8284,8212,SPC,2020-08-15,,54,Teste - Backup F10 Cebrac,105657,105658.0,102720.0,102720.0
8285,8213,Concluído,2020-09-03,,54,Unipro - Indicação Piq Secretaria Agosto 2020,105623,105660.0,102817.0,102716.0
8286,8214,SPC,2020-08-15,,54,Teste - Backup F10 Cebrac,105661,,102720.0,102720.0
8287,8215,SPC,2020-08-15,,54,Teste - Backup F10 Cebrac,105662,,102720.0,102720.0
8288,8216,SPC,2020-08-15,,54,Unipro - Indicação Piq Secretaria Agosto 2020,105611,,102817.0,102718.0
8289,8217,SPC,2020-08-15,,54,Indicação Secretaria - Backup F10 Cebrac,102999,105664.0,102668.0,102706.0
8290,8218,SPC,2020-08-15,,54,Indicação Secretaria - Backup F10 Cebrac,102989,105666.0,102668.0,102668.0
8291,8219,SPC,2020-08-15,,54,Indicação Secretaria - Backup F10 Cebrac,102993,105669.0,102668.0,102668.0
8292,8220,Concluído,2020-08-15,,52,Unipro - Tele Pesquisa Wecsley Julho 2020,105521,105670.0,102815.0,104252.0
8293,8221,SPC,2020-08-15,,52,Unipro - Indicação Piq Secretaria Agosto 2020,105565,105674.0,102818.0,102878.0
8294,8222,SPC,2020-08-15,,53,Teste - Backup F10 Cebrac,103791,105675.0,102720.0,102720.0
8295,8223,Concluído,2020-08-15,,52,Meu Amigo Premiado,105678,,102718.0,102718.0
8296,8224,SPC,2020-08-15,,53,Teste - Backup F10 Cebrac,103926,,102720.0,102720.0
8297,8225,SPC,2020-08-15,,53,Teste - Backup F10 Cebrac,103930,105682.0,102720.0,102720.0
8298,8226,Cancelado,2020-08-15,2020-08-17,52,CEPLOS - Backup F10 Cebrac,105683,,102809.0,102717.0
8299,8227,Cancelado,2020-08-15,2021-10-06,54,Teste - Backup F10 Cebrac,103899,,102720.0,102720.0
8300,8228,Cancelado,2020-08-15,2020-10-30,54,Meu Amigo Premiado,105641,,,102878.0
8301,8229,Anulado,2020-08-15,,54,Teste - Backup F10 Cebrac,105700,102705.0,102720.0,102720.0
8302,8230,Cancelado,2020-08-15,2020-11-18,54,Teste - Backup F10 Cebrac,105700,102705.0,102668.0,102720.0
8303,8231,SPC,2020-08-15,,54,Unipro - Tele Pesquisa Wecsley Agosto 2020,105699,,102668.0,104252.0
8304,8232,SPC,2020-08-17,,54,Teste - Backup F10 Cebrac,105709,105710.0,102720.0,102720.0
8305,8233,Não Aprovado,2020-08-17,,54,Teste - Backup F10 Cebrac,105711,,102720.0,102720.0
8306,8234,SPC,2020-08-17,,54,Teste - Backup F10 Cebrac,105712,,102720.0,102720.0
8307,8235,SPC,2020-08-17,,52,Unipro - Tele Pesquisa Wecsley Agosto 2020,105689,,102816.0,102878.0
8308,8236,SPC,2020-08-17,,54,Teste - Backup F10 Cebrac,105715,,102720.0,102720.0
8309,8237,Cancelado,2020-08-17,2022-01-07,54,Teste - Backup F10 Cebrac,105719,,102720.0,102720.0
8310,8238,SPC,2020-08-17,,54,Teste - Backup F10 Cebrac,105721,,102720.0,102720.0
8311,8239,SPC,2020-08-17,,54,Teste - Backup F10 Cebrac,105228,,102720.0,102720.0
8312,8240,SPC,2020-08-17,,54,Teste - Backup F10 Cebrac,105726,,102720.0,102720.0
8313,8241,Concluído,2020-08-17,,54,Unipro - Indicação Piq Secretaria Agosto 2020,105626,105729.0,102818.0,102717.0
8314,8242,SPC,2020-08-17,,54,Teste - Backup F10 Cebrac,105730,,102720.0,102720.0
8315,8243,SPC,2020-08-17,,54,Teste - Backup F10 Cebrac,105749,105752.0,102720.0,102720.0
8316,8244,SPC,2020-08-17,,54,Teste - Backup F10 Cebrac,105754,,102720.0,102720.0
8317,8245,SPC,2020-08-17,,54,Teste - Backup F10 Cebrac,105756,,102720.0,102720.0
8318,8246,Anulado,2020-08-17,,54,Unipro - Tele Pesquisa Wecsley Agosto 2020,105653,,102815.0,104252.0
8319,8247,SPC,2020-08-17,,54,Teste - Backup F10 Cebrac,105771,,102720.0,102720.0
8320,8248,SPC,2020-08-17,,54,Teste - Backup F10 Cebrac,105772,,102720.0,102720.0
8321,8249,SPC,2020-08-17,,52,Unipro - Indicação Piq Secretaria Agosto 2020,105512,105773.0,102817.0,102717.0
8322,8250,SPC,2020-08-17,,54,Teste - Backup F10 Cebrac,105774,,102720.0,102720.0
8323,8251,SPC,2020-08-17,,54,Teste - Backup F10 Cebrac,105782,105783.0,102720.0,102720.0
8324,8252,SPC,2020-08-17,,54,Teste - Backup F10 Cebrac,105786,105788.0,102720.0,102720.0
8325,8253,SPC,2020-08-17,,54,Teste - Backup F10 Cebrac,105791,,102720.0,102720.0
8326,8254,SPC,2020-08-17,,54,Teste - Backup F10 Cebrac,105792,105793.0,102720.0,102720.0
8327,8255,SPC,2020-08-17,,54,Teste - Backup F10 Cebrac,105794,105795.0,102720.0,102720.0
8328,8256,Concluído,2020-08-18,,52,Meu Amigo Premiado,105535,,102663.0,102717.0
8329,8257,SPC,2020-08-18,,54,Teste - Backup F10 Cebrac,105824,,102720.0,102720.0
8330,8258,SPC,2020-08-18,,54,Teste - Backup F10 Cebrac,105826,,102720.0,102720.0
8331,8259,SPC,2020-08-18,,54,Teste - Backup F10 Cebrac,105830,,102720.0,102720.0
8332,8260,SPC,2020-08-18,,54,Teste - Backup F10 Cebrac,105834,105837.0,102720.0,102720.0
8333,8261,SPC,2020-08-18,,54,Teste - Backup F10 Cebrac,105838,,102720.0,102720.0
8334,8262,SPC,2020-08-18,,54,Teste - Backup F10 Cebrac,103901,,102720.0,102720.0
8335,8263,SPC,2020-08-18,,54,Teste - Backup F10 Cebrac,103902,,102720.0,102720.0
8336,8264,SPC,2020-08-18,,54,Teste - Backup F10 Cebrac,103903,,102720.0,102720.0
8337,8265,Cancelado,2020-08-18,2020-10-16,54,Teste - Backup F10 Cebrac,103906,103583.0,102720.0,102720.0
8338,8266,SPC,2020-08-18,,54,Teste - Backup F10 Cebrac,103727,,102720.0,102720.0
8339,8267,SPC,2020-08-18,,54,Teste - Backup F10 Cebrac,103728,105857.0,102720.0,102720.0
8340,8268,Cancelado,2020-08-18,2020-09-08,52,Unipro - Indicação Piq Secretaria Agosto 2020,105799,,102809.0,102717.0
8341,8269,SPC,2020-08-18,,52,Teste - Backup F10 Cebrac,103557,,102720.0,102720.0
8342,8270,SPC,2020-08-18,,52,Teste - Backup F10 Cebrac,103560,,102720.0,102720.0
8343,8271,SPC,2020-08-18,,52,Teste - Backup F10 Cebrac,103565,,102720.0,102720.0
8344,8272,Concluído,2020-08-18,,54,Unipro - Tele Pesquisa Alana Agosto 2020,105858,,102818.0,102717.0
8345,8273,SPC,2020-08-18,,52,Teste - Backup F10 Cebrac,103571,,102720.0,102720.0
8346,8274,Cancelado,2020-08-18,2023-07-25,52,Teste - Backup F10 Cebrac,103573,,102720.0,102720.0
8347,8275,SPC,2020-08-18,,52,Teste - Backup F10 Cebrac,103575,,102720.0,102720.0
8348,8276,Concluído,2020-08-18,,52,Unipro - Tele Pesquisa Wecsley Agosto 2020,105813,105878.0,102817.0,104252.0
8349,8277,SPC,2020-08-18,,52,Teste - Backup F10 Cebrac,150270,,158664.0,158664.0
8350,8278,SPC,2020-08-19,,52,Teste - Backup F10 Cebrac,103579,105890.0,102720.0,102720.0
8351,8279,Cancelado,2020-08-19,2020-10-01,52,Teste - Backup F10 Cebrac,103583,,102720.0,102720.0
8352,8280,SPC,2020-08-19,,52,Teste - Backup F10 Cebrac,103585,103558.0,102720.0,102720.0
8353,8281,SPC,2020-08-19,,52,Teste - Backup F10 Cebrac,103964,,102720.0,102720.0
8354,8282,SPC,2020-08-19,,52,Teste - Backup F10 Cebrac,103965,,102720.0,102720.0
8355,8283,Cancelado,2020-08-19,2020-09-04,52,Unipro - Street ,105905,105908.0,102718.0,102668.0
8356,8284,SPC,2020-08-19,,52,Teste - Backup F10 Cebrac,103968,,102720.0,102720.0
8357,8285,SPC,2020-08-19,,52,Teste - Backup F10 Cebrac,103969,105912.0,102720.0,102720.0
8358,8286,Aprovado,2020-08-19,,52,Unipro - Indicação Piq Secretaria Agosto 2020,105899,,102809.0,104252.0
8359,8287,SPC,2020-08-19,,54,Teste - Backup F10 Cebrac,104033,105921.0,102720.0,102720.0
8360,8288,Cancelado,2020-08-28,2023-08-04,53,Unipro - Tele Pesquisa Wecsley Agosto 2020,105781,,102815.0,104252.0
8361,8289,Cancelado,2020-08-19,2020-09-26,54,Teste - Backup F10 Cebrac,104035,,102720.0,102720.0
8362,8290,SPC,2020-08-19,,54,Teste - Backup F10 Cebrac,104039,105924.0,102720.0,102720.0
8363,8291,Cancelado,2020-08-19,2021-03-04,54,Teste - Backup F10 Cebrac,104042,105925.0,102720.0,102720.0
8364,8292,Cancelado,2020-08-19,2024-10-03,54,Teste - Backup F10 Cebrac,104046,,102720.0,102720.0
8365,8293,SPC,2020-08-19,,54,Teste - Backup F10 Cebrac,105929,,102720.0,102720.0
8366,8294,SPC,2020-08-19,,54,Teste - Backup F10 Cebrac,104052,,102720.0,102720.0
8367,8295,SPC,2020-08-19,,54,Teste - Backup F10 Cebrac,104056,,102720.0,102720.0
8368,8296,Cancelado,2020-08-19,2025-01-22,54,Teste - Backup F10 Cebrac,104059,105945.0,102720.0,102720.0
8369,8297,Cancelado,2020-08-19,2021-12-16,53,Teste - Backup F10 Cebrac,105952,105955.0,102720.0,102720.0
8370,8298,SPC,2020-08-19,,54,Teste - Backup F10 Cebrac,104123,,102720.0,102720.0
8371,8299,Concluído,2020-08-19,,54,Unipro - Tele Pesquisa Wecsley Agosto 2020,105811,,102815.0,102717.0
8372,8300,Cancelado,2020-08-19,2022-06-24,54,Unipro - Tele Pesquisa Wecsley Agosto 2020,105926,105965.0,102809.0,102716.0
8373,8301,SPC,2020-08-19,,54,Teste - Backup F10 Cebrac,104168,105970.0,102720.0,102720.0
8374,8302,SPC,2020-08-19,,53,Teste - Backup F10 Cebrac,104201,,102720.0,102720.0
8375,8303,Cancelado,2020-08-19,2020-09-30,52,Unipro - Tele Pesquisa Wecsley Agosto 2020,105704,,102811.0,104252.0
8376,8304,SPC,2020-08-19,,52,Teste - Backup F10 Cebrac,104184,,102720.0,102720.0
8377,8305,Concluído,2020-08-19,,54,Unipro - Tele Pesquisa Alana Agosto 2020,105931,105974.0,102816.0,102717.0
8378,8306,SPC,2020-08-20,,54,Teste - Backup F10 Cebrac,104222,,102720.0,102720.0
8379,8307,Cancelado,2020-08-20,2023-01-10,54,Teste - Backup F10 Cebrac,104223,,102720.0,102720.0
8380,8308,SPC,2020-08-20,,54,Teste - Backup F10 Cebrac,104225,,102720.0,102720.0
8381,8309,SPC,2020-08-20,,54,Teste - Backup F10 Cebrac,104227,,102720.0,102720.0
8382,8310,SPC,2020-08-20,,54,Teste - Backup F10 Cebrac,104229,,102720.0,102720.0
8383,8311,SPC,2020-08-20,,54,Teste - Backup F10 Cebrac,104232,,102720.0,102720.0
8384,8312,Aprovado,2020-08-20,,54,Unipro - Tele Pesquisa Wecsley Agosto 2020,105959,,102810.0,102878.0
8385,8313,SPC,2020-08-26,,54,Unipro - Tele Pesquisa Wecsley Agosto 2020,105901,,102811.0,102717.0
8386,8314,SPC,2020-08-20,,54,Teste - Backup F10 Cebrac,104235,,102720.0,102720.0
8387,8315,SPC,2020-08-20,,54,Indicação Secretaria - Backup F10 Cebrac,104318,,102720.0,102720.0
8388,8316,SPC,2020-08-20,,54,Teste - Backup F10 Cebrac,106003,,102720.0,102720.0
8389,8317,Anulado,2020-08-20,,52,Tele P. Debora Brenda Março 19 - Backup F10 Cebrac,106006,,102718.0,104252.0
8390,8318,SPC,2020-08-20,,54,Teste - Backup F10 Cebrac,106004,106009.0,102720.0,102720.0
8391,8319,Concluído,2020-08-22,,54,Unipro - Tele Pesquisa Wecsley Agosto 2020,105941,106016.0,102810.0,102716.0
8392,8320,SPC,2020-08-20,,54,Formulário - Backup F10 Cebrac,106015,106018.0,102720.0,102720.0
8393,8321,SPC,2020-08-20,,54,Teste - Backup F10 Cebrac,106020,,102720.0,102720.0
8394,8322,SPC,2020-08-20,,52,Unipro - Tele Pesquisa Alana Agosto 2020,105938,,102816.0,102878.0
8395,8323,SPC,2020-08-20,,52,Unipro - Amigos Balcão Julho 2020,106022,,102878.0,102878.0
8396,8324,SPC,2020-08-20,,53,Teste - Backup F10 Cebrac,104398,,102720.0,102720.0
8397,8325,SPC,2020-08-20,,53,Teste - Backup F10 Cebrac,104399,,102720.0,102720.0
8398,8326,SPC,2020-08-20,,53,Teste - Backup F10 Cebrac,104400,,102720.0,102720.0
8399,8327,SPC,2020-08-20,,52,Unipro - Indicação Piq Secretaria Agosto 2020,105734,106030.0,102811.0,102717.0
8400,8328,SPC,2020-08-20,,53,Indicação Secretaria - Backup F10 Cebrac,104311,106031.0,102720.0,102720.0
8401,8329,SPC,2020-08-20,,53,Indicação Secretaria - Backup F10 Cebrac,104352,,102720.0,102720.0
8402,8330,SPC,2020-08-20,,53,Teste - Backup F10 Cebrac,104186,106033.0,102720.0,102720.0
8403,8331,SPC,2020-08-20,,53,Indicação Secretaria - Backup F10 Cebrac,104346,106035.0,102720.0,102720.0
8404,8332,SPC,2020-08-20,,53,Indicação Secretaria - Backup F10 Cebrac,104338,106038.0,102720.0,102720.0
8405,8333,Cancelado,2020-08-20,2022-07-13,53,Indicação Secretaria - Backup F10 Cebrac,104342,,102720.0,102720.0
8406,8334,Cancelado,2020-08-20,2021-07-26,54,Unipro - Indicação Piq Secretaria Agosto 2020,105971,,102809.0,104252.0
8407,8335,Cancelado,2020-08-20,2021-03-17,54,Teste - Backup F10 Cebrac,104325,,102720.0,102720.0
8408,8336,SPC,2020-08-20,,54,Unipro - Street ,106040,,102809.0,104252.0
8409,8337,SPC,2020-08-20,,54,Unipro - Indicação Piq Secretaria Agosto 2020,106019,,102817.0,104252.0
8410,8338,SPC,2020-08-20,,54,Teste - Backup F10 Cebrac,104330,,102720.0,102720.0
8411,8339,SPC,2020-08-20,,54,Teste - Backup F10 Cebrac,104425,106053.0,102720.0,102720.0
8412,8340,SPC,2020-08-20,,54,Teste - Backup F10 Cebrac,104428,106054.0,102720.0,102720.0
8413,8341,SPC,2020-08-21,,54,Teste - Backup F10 Cebrac,104432,106065.0,102720.0,102720.0
8414,8342,SPC,2020-08-21,,54,Teste - Backup F10 Cebrac,104436,106067.0,102720.0,102720.0
8415,8343,SPC,2020-08-21,,52,Unipro - Indicação Piq Secretaria Agosto 2020,106051,,102809.0,109689.0
8416,8344,SPC,2020-08-21,,54,Teste - Backup F10 Cebrac,104440,106069.0,102720.0,102720.0
8417,8345,SPC,2020-08-21,,53,Unipro - Tele Pesquisa Wecsley Agosto 2020,105632,,102666.0,104252.0
8418,8346,SPC,2019-05-02,,54,Tele P. Adriene Abril 19 - Backup F10 Cebrac,104443,106070.0,102720.0,102720.0
8419,8347,SPC,2020-08-21,,54,Teste - Backup F10 Cebrac,104447,,102720.0,102720.0
8420,8348,SPC,2020-08-21,,54,Teste - Backup F10 Cebrac,104451,,102720.0,102720.0
8421,8349,SPC,2020-08-21,,54,Teste - Backup F10 Cebrac,104512,106073.0,102720.0,102720.0
8422,8350,SPC,2020-08-21,,54,Teste - Backup F10 Cebrac,104514,106074.0,102720.0,102720.0
8423,8351,SPC,2020-08-21,,54,Teste - Backup F10 Cebrac,104516,106076.0,102720.0,102720.0
8424,8352,SPC,2020-08-21,,54,Teste - Backup F10 Cebrac,104518,,102720.0,102720.0
8425,8353,Concluído,2020-08-21,,54,Tele P. Debora Brenda Out. 19 - Backup F10 Cebrac,106078,,102718.0,104252.0
8426,8354,Cancelado,2020-08-21,2023-11-16,54,Teste - Backup F10 Cebrac,104519,,102720.0,102720.0
8427,8355,SPC,2020-08-21,,54,Teste - Backup F10 Cebrac,104520,106079.0,102720.0,102720.0
8428,8356,Cancelado,2020-08-21,2022-01-21,54,Teste - Backup F10 Cebrac,106080,,102720.0,102720.0
8429,8357,SPC,2020-08-21,,54,Teste - Backup F10 Cebrac,104521,106082.0,102720.0,102720.0
8430,8358,SPC,2020-08-21,,53,Teste - Backup F10 Cebrac,104441,,102720.0,102720.0
8431,8359,SPC,2020-08-21,,53,Teste - Backup F10 Cebrac,104442,106092.0,102720.0,102720.0
8432,8360,Cancelado,2020-08-21,2023-11-03,54,Teste - Backup F10 Cebrac,104489,106094.0,102720.0,102720.0
8433,8361,SPC,2020-08-21,,54,Teste - Backup F10 Cebrac,104490,106096.0,102720.0,102720.0
8434,8362,Não Aprovado,2020-08-21,,53,Unipro - Tele Pesquisa Wecsley Agosto 2020,105995,,102815.0,102717.0
8435,8363,Cancelado,2020-08-21,2021-11-09,54,Teste - Backup F10 Cebrac,104524,106110.0,102720.0,102720.0
8436,8364,SPC,2020-08-21,,54,Teste - Backup F10 Cebrac,104564,,102720.0,102720.0
8437,8365,SPC,2020-08-21,,54,Teste - Backup F10 Cebrac,104565,,102720.0,102720.0
8438,8366,SPC,2020-08-25,,52,Unipro - Tele Pesquisa Alana Agosto 2020,106014,,102817.0,102717.0
8439,8367,Pré Matrícula,2020-08-21,,54,Unipro - Tele Pesquisa Alana Agosto 2020,106001,,102818.0,102878.0
8440,8368,SPC,2020-08-22,,52,Unipro - Indicação Piq Secretaria Julho 2020,106077,106134.0,102818.0,102717.0
8441,8369,SPC,2020-08-22,,52,Unipro - Tele Pesquisa Wecsley Agosto 2020,106086,,102815.0,102878.0
8442,8370,SPC,2020-08-24,,52,Unipro - Tele Pesquisa Wecsley Agosto 2020,105205,,102811.0,102717.0
8443,8371,Cancelado,2020-08-24,2021-03-11,52,Unipro - Tele Pesquisa Wecsley Agosto 2020,106063,,102815.0,102878.0
8444,8372,Cancelado,2020-08-24,2020-11-16,52,Unipro - Tele Pesquisa Wecsley Julho 2020,106213,,102878.0,102878.0
8445,8373,Cancelado,2020-08-28,2020-10-29,52,Unipro - Tele Pesquisa Alana Agosto 2020,106127,,102816.0,102717.0
8446,8374,Concluído,2020-08-24,,52,Unipro - Tele Pesquisa Wecsley Agosto 2020,106148,106222.0,102815.0,102878.0
8447,8375,SPC,2020-08-26,,52,Unipro - Tele Pesquisa Wecsley Agosto 2020,106215,,102817.0,102878.0
8448,8376,Concluído,2020-08-25,,54,Teste - Backup F10 Cebrac,106275,106278.0,102720.0,102720.0
8449,8377,SPC,2020-08-26,,52,Unipro - Tele Pesquisa Wecsley Agosto 2020,106226,,102809.0,104252.0
8450,8378,Concluído,2020-09-10,,54,Unipro - Tele Pesquisa Wecsley Agosto 2020,106225,106294.0,102809.0,102717.0
8451,8379,Cancelado,2020-08-25,2021-11-19,54,Unipro - Tele Pesquisa Alana Agosto 2020,106290,,102817.0,104252.0
8452,8380,SPC,2020-08-26,,54,Unipro - Tele Pesquisa Wecsley Agosto 2020,106240,,102815.0,102717.0
8453,8381,Cancelado,2020-10-06,2020-10-29,54,Unipro - Tele Pesquisa Alana Agosto 2020,106214,106198.0,102816.0,104252.0
8454,8382,Cancelado,2020-09-10,2020-10-29,54,Unipro - Tele Pesquisa Alana Agosto 2020,106198,,102810.0,104252.0
8455,8383,Concluído,2020-08-26,,54,Unipro - Tele Pesquisa Wecsley Agosto 2020,106299,106358.0,102809.0,102717.0
8456,8384,Concluído,2020-08-27,,54,Unipro - Street ,106379,106382.0,102718.0,104252.0
8457,8385,SPC,2020-08-27,,54,Unipro - Tele Pesquisa Alana Agosto 2020,106357,,102810.0,102717.0
8458,8386,Aprovado,2020-08-27,,52,Pes. Rua Thiago Agosto 2019 - Backup F10 Cebrac,106387,106388.0,102661.0,102716.0
8459,8387,SPC,2020-08-27,,52,Unipro - Tele Pesquisa Alana Agosto 2020,106372,,102818.0,102878.0
8460,8388,Cancelado,2020-08-27,2021-02-09,52,Unipro - Tele Pesquisa Alana Agosto 2020,106344,,102810.0,104252.0
8461,8389,Cancelado,2020-08-27,2020-12-04,52,Unipro - Tele Pesquisa Wecsley Agosto 2020,106401,,102810.0,104252.0
8462,8390,Cancelado,2020-08-27,2020-09-09,54,Unipro - Tele Pesquisa Alana Agosto 2020,106313,,102811.0,102717.0
8463,8391,SPC,2020-08-28,,52,Unipro - Tele Pesquisa Wecsley Agosto 2020,106370,,102809.0,102878.0
8464,8392,Concluído,2020-08-27,,54,Unipro - Tele Pesquisa Alana Agosto 2020,106374,106429.0,102818.0,102717.0
8465,8393,Cancelado,2020-08-29,2021-06-09,53,Unipro - Tele Pesquisa Wecsley Agosto 2020,106362,,102809.0,104252.0
8466,8394,Concluído,2020-08-28,,54,Unipro - Tele Pesquisa Alana Agosto 2020,106405,,102817.0,102717.0
8467,8395,SPC,2020-08-28,,53,Tele P. Debora Brenda Nov. 18 - Backup F10 Cebrac,106471,,102718.0,104252.0
8468,8396,SPC,2020-08-28,,52,Unipro - Indicação Piq Secretaria Julho 2020,103148,,102810.0,104252.0
8469,8397,SPC,2020-09-04,,54,Unipro - Tele Pesquisa Alana Agosto 2020,106410,,102809.0,104252.0
8470,8398,Concluído,2020-08-29,,54,Unipro - Tele Pesquisa Alana Agosto 2020,106459,106506.0,102811.0,102717.0
8471,8399,Cancelado,2020-08-29,2020-09-23,53,Teste - Backup F10 Cebrac,103610,,102720.0,102720.0
8472,8400,SPC,2020-08-29,,54,Unipro - Tele Pesquisa Alana Agosto 2020,106371,106507.0,102817.0,102878.0
8473,8401,SPC,2020-08-29,,52,Unipro - Tele Pesquisa Alana Agosto 2020,106476,,102816.0,102878.0
8474,8402,Concluído,2020-08-29,,52,Unipro - Tele Pesquisa Alana Agosto 2020,106462,,102815.0,102717.0
8475,8403,Cancelado,2020-09-04,2020-12-28,52,Unipro - Tele Pesquisa Alana Agosto 2020,106501,,102809.0,104252.0
8476,8404,Cancelado,2020-09-01,2020-10-30,52,Unipro - Tele Pesquisa Wecsley Agosto 2020,106577,,102816.0,104252.0
8477,8405,Cancelado,2020-09-01,2020-09-11,52,Unipro - Tele Pesquisa Alana Agosto 2020,106557,,102815.0,102878.0
8478,8406,Concluído,2020-09-01,,54,Unipro - Indicação Piq Secretaria Agosto 2020,106570,,102811.0,102717.0
8479,8407,Cancelado,2020-09-08,2020-10-13,52,Unipro - Tele Pesquisa Alana Agosto 2020,106627,,102816.0,104252.0
8480,8408,Cancelado,2020-09-01,2020-09-24,52,Unipro - Tele Pesquisa Alana Agosto 2020,106599,,102817.0,102717.0
8481,8409,Concluído,2020-09-02,,54,Unipro - Tele Pesquisa Wecsley Agosto 2020,104968,,102811.0,104252.0
8482,8410,Cancelado,2020-09-02,2021-01-14,52,Unipro - Street ,106698,,102718.0,104252.0
8483,8411,Cancelado,2020-09-02,2021-03-22,52,Unipro - Street ,106701,,102718.0,102717.0
8484,8412,Cancelado,2020-09-02,2021-05-20,54,Tele P. Debora Brenda Out. 19 - Backup F10 Cebrac,106704,,102718.0,104252.0
8485,8413,Anulado,2020-09-02,,52,Unipro - Tele Pesquisa Wecsley Agosto 2020,106661,,102811.0,102717.0
8486,8414,Cancelado,2020-09-02,2020-10-29,52,Unipro - Tele Pesquisa Alana Setembro 2020,106703,,102809.0,104252.0
8487,8415,Concluído,2020-09-03,,54,Unipro - Tele Pesquisa Alana Setembro 2020,106721,106744.0,102809.0,102717.0
8488,8416,Cancelado,2020-09-03,2021-04-14,53,Meu Amigo Premiado,105624,,,104252.0
8489,8417,SPC,2020-09-04,,54,Unipro - Tele Pesquisa Alana Setembro 2020,106707,,102816.0,102717.0
8490,8418,Anulado,2020-09-03,,52,Unipro - Tele Pesquisa Alana Setembro 2020,106751,,102817.0,104252.0
8491,8419,Aprovado,2020-09-04,,52,Indicação Secretaria Junho 2018- Backup F10 Cebrac,106818,106819.0,102716.0,102716.0
8492,8420,Cancelado,2020-09-04,2021-04-20,54,Unipro - Tele Pesquisa Alana Agosto 2020,106757,,102811.0,102716.0
8493,8421,Anulado,2020-09-04,,52,Unipro - Indicação Piq Secretaria Setembro 2020,106746,,102815.0,104252.0
8494,8422,Cancelado,2020-09-04,2020-10-05,52,Unipro - Tele Pesquisa Alana Setembro 2020,106768,,102818.0,102717.0
8495,8423,Cancelado,2020-09-08,2021-03-08,54,Unipro - Tele Pesquisa Alana Setembro 2020,106784,,102818.0,104252.0
8496,8424,Concluído,2020-09-05,,52,Unipro - Tele Pesquisa Alana Setembro 2020,106824,,102817.0,104252.0
8497,8425,Não Aprovado,2020-09-05,,53,Unipro - Indicação Piq Secretaria Setembro 2020,106737,106875.0,102811.0,102717.0
8498,8426,Concluído,2020-09-05,,54,Unipro - Tele Pesquisa Wecsley Agosto 2020,106810,106877.0,102815.0,102717.0
